the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Location,Borough,Date_Insta,POINT_X,POINT_Y,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.97905619197951 40.76177117351469),1,Manhattan,105,4,75,28,12,West 53rd Street between 5th and 6th Avenues,Manhattan,10/03/2016,-73.97905596,40.76177062,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97441071279073 40.73259355193281),1,Manhattan,106,4,74,27,12,Avenue C and East 20th Street,Manhattan,05/07/2020,-73.97441053,40.732593,AE,,1
POINT (-73.75111929590271 40.75089055140284),4,Queens,411,23,25,16,6,Horace Harding Expressway Eastbound and Cloverdale Boulevard,Queens,12/10/2019,-73.75111957,40.75088972,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98295945114951 40.77173245769749),1,Manhattan,107,6,67,27,10,Columbus Avenue and West 64th Street,Manhattan,03/08/2017,-73.98295921,40.77173193,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00805100923242 40.73937560972926),1,Manhattan,102,3,66,27,10,Washington Street and Gansevoort Street,Manhattan,06/28/2021,-74.00805075,40.7393751,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.9821937801336 40.77279729662419),1,Manhattan,107,6,67,27,10,Broadway and Columbus Avenue with West 65 Street,Manhattan,09/24/2010,-73.98219354,40.77279677,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89593116608934 40.73764099519454),4,Queens,402,30,34,15,14,69th Street and 49th Avenue,Queens,10/23/2020,-73.89593114,40.73764034,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89407367747098 40.87558898689445),2,Bronx,208,11,81,34,13,Goulden Avenue and Lehman College High School,Bronx,06/26/2013,-73.89407358,40.87558854,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94163852065482 40.80615777184369),1,Manhattan,111,9,68,30,13,West 125th Street at 450’ west of 5th Avenue,Manhattan,10/28/2016,-73.9416385205,40.8061577715,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98553661613971 40.757973444356985),1,Manhattan,105,4,75,27,12,Broadway and 7th Avenue with West 43rd Street,Manhattan,02/24/2017,-73.98553637,40.75797289,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9782320834656 40.72067383532961),1,Manhattan,103,2,74,26,12,Avenue D and East 3rd Street,Manhattan,10/06/2016,-73.97823192,40.72067331,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.8423694324028 40.683019667444235),4,Queens,409,32,38,15,7,103rd Avenue and 98th Street,Queens,04/14/2021,-73.84236959,40.683019,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82618135839908 40.86950142578535),2,Bronx,210,12,82,34,16,Bartow Avenue and Co-Op City Boulevard and Bay Plaza Boulevard,Bronx,10/08/2015,-73.82618138,40.86950086,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-74.13666661054367 40.64022460398055),5,Staten Island,501,49,61,23,11,Richmond Terrace and Sharpe Avenue,Staten Island,05/18/2015,-74.13666664,40.64022446,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.97936448917288 40.68668280984345),3,Brooklyn,302,33,52,25,8,Flatbush Avenue and Lafayette Avenue,Brooklyn,04/10/2017,-73.9793644,40.68668235,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77165865177423 40.69950710556234),4,Queens,412,27,29,14,5,Dunkirk Street and Wood Street,Queens,05/05/2021,-73.77165892,40.69950632,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95635718690122 40.69079907260615),3,Brooklyn,303,36,57,25,8,Dekalb Avenue and Skillman Street,Brooklyn,01/28/2021,-73.95635713,40.69079857,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94449806375414 40.62459799194067),3,Brooklyn,318,45,41,17,9,Avenue K at East 32nd Street,Brooklyn,10/25/2019,-73.94449816,40.62459758,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93749076140087 40.76020264450711),4,Queens,401,26,37,12,12,36th Avenue and 14th Street,Queens,03/31/2021,-73.93749062,40.76020204,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.88383191310699 40.88046744518282),2,Bronx,207,11,80,34,13,Jerome Avenue with Mosholu East and West Parkway,Bronx,06/22/2021,-73.88383183,40.88046699,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88087536522869 40.85612150254556),2,Bronx,206,15,78,33,15,Southern Boulevard and East 189th Street (mid-block),Bronx,03/11/2019,-73.8808753,40.856121,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93268442499027 40.77269947578868),4,Queens,401,22,37,12,12,8th Street and Astoria Boulevard,Queens,08/19/2021,-73.93268429,40.77269889,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.98158776748124 40.732656554825624),1,Manhattan,106,2,74,27,12,1st Avenue and East 16th  Street,Manhattan,02/24/2018,-73.9815877671,40.7326565552,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9311405987209 40.631430819052454),3,Brooklyn,318,45,41,21,9,Kings Highway and Schenectady Avenue,Brooklyn,12/23/2021,-73.9311407,40.63143037,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.837299296976 40.840023044644106),2,Bronx,210,13,82,34,14,East Tremont Avenue with Hutchinson River Parkway and Ericson Place,Bronx,01/18/2017,-73.83729932,40.84002245,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94115124522786 40.698540817770336),3,Brooklyn,303,36,56,18,8,Marcus Garvey Boulevard and Park Avenue,Brooklyn,11/18/2020,-73.9411512,40.69854028,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86452096086823 40.88055346661501),2,Bronx,212,12,83,36,16,White Plains Road and East 215th Street,Bronx,12/02/2021,-73.86452091,40.88055298,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91532132194301 40.63963820127355),3,Brooklyn,318,46,59,19,8,Farragut Road and East 82nd Street,Brooklyn,02/22/2021,-73.91532143,40.63963771,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94285180240782 40.796958855327354),1,Manhattan,111,8,68,30,13,Lexington Avenue and East 113th Street (Pedestrian Crossing),Manhattan,04/03/2018,-73.94285164,40.79695833,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.84318098954121 40.67215144587116),4,Queens,410,32,23,15,8,Cross Bay Boulevard at Pitkin Avenue,Queens,01/05/2020,-73.84318116,40.67215079,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.80449793032456 40.70722819358758),4,Queens,412,24,24,11,6,Hillside Avenue and 153rd Street,Queens,01/24/2022,-73.80449813,40.70722745,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99755338368037 40.74658088183785),1,Manhattan,104,3,75,27,10,8th Avenue and West 25th Street,Manhattan,10/26/2019,-73.99755312,40.74658033,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.90580032351212 40.64826592067363),3,Brooklyn,318,42,58,19,8,Foster Avenue and Rockaway Parkway,Brooklyn,02/07/2022,-73.90580043,40.6482654,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.99490282922534 40.57287438129552),3,Brooklyn,313,47,46,23,8,Surf Avenue and West 29th Street,Brooklyn,03/01/2018,-73.99490298,40.57287417,AE,,1
POINT (-73.96978223231883 40.76291265220875),1,Manhattan,108,4,73,28,12,Park Avenue and East 59th Street (Lighthouse),Manhattan,10/12/2004,-73.96978202,40.76291209,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97555822331842 40.75211723824216),1,Manhattan,105,4,73,27,12,Lexington Avenue and East 43rd Street,Manhattan,11/17/2018,-73.975558,40.75211666,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91711885987021 40.698108851991925),3,Brooklyn,304,37,53,18,7,Knickerbocker Avenue and Menahan Street,Brooklyn,03/05/2021,-73.91711886,40.69810828,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93739659210371 40.679731643659586),3,Brooklyn,303,36,56,25,8,Fulton Street and Marcus Garvey Boulevard,Brooklyn,03/10/2021,-73.93739659,40.67973113,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00585087957509 40.71167835370938),1,Manhattan,101,1,66,26,10,Spruce Street and Nassau Street,Manhattan,03/20/2020,-74.00585069,40.71167789,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.00405825239596 40.7131359109228),1,Manhattan,101,1,66,26,10,Centre Street and Chambers Street,Manhattan,09/03/2021,-74.00405806,40.71313544,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95140413109483 40.599381886430876),3,Brooklyn,315,48,41,17,9,Avenue U and Ocean Avenue,Brooklyn,06/29/2016,-73.95140427,40.59938153,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.90369132785321 40.85870931248069),2,Bronx,207,14,86,33,15,Jerome Avenue and East 183rd Street,Bronx,09/01/2019,-73.90369122,40.85870885,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95529397183626 40.679204724481075),3,Brooklyn,303,36,57,25,8,Atlantic Avenue and Franklin Avenue,Brooklyn,12/11/2020,-73.95529394,40.67920424,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87197004971198 40.68725038612207),3,Brooklyn,305,37,54,18,7,Etna Street at Hemlock Street,Brooklyn,09/19/2020,-73.87197015,40.68724976,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00908866642935 40.64982182002861),3,Brooklyn,307,38,51,20,7,4th Avenue and 44th Street,Brooklyn,10/21/2015,-74.00908863,40.64982148,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87342802457957 40.675185949734015),3,Brooklyn,305,42,54,18,8,Pitkin Avenue and Chestnut Street,Brooklyn,06/25/2021,-73.87342814,40.67518534,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98223103461889 40.686721705891266),3,Brooklyn,302,33,52,25,8,Nevins Street and State Street,Brooklyn,01/18/2017,-73.98223094,40.68672125,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.10166809721595 40.57862375193362),5,Staten Island,502,50,64,24,11,Hylan Boulevard and Bedford Avenue,Staten Island,10/09/2020,-74.10166834,40.57862358,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.87489574075467 40.65764563687805),3,Brooklyn,305,42,60,19,8,Flatlands Avenue at Elton Street,Brooklyn,09/25/2020,-73.87489588,40.65764505,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.98566794948984 40.59890811275762),3,Brooklyn,311,47,47,22,10,Stillwell Avenue with 25th Avenue and 84th Street,Brooklyn,02/10/2022,-73.98566805,40.59890783,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.8465247254592 40.857802152043355),2,Bronx,211,13,80,34,14,Bronx and Pelham Parkway South Eastbound at Seymour Avenue,Bronx,01/09/2020,-73.84652472,40.8578016,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.02771463057569 40.619749614692765),3,Brooklyn,310,43,46,22,11,5th Avenue and 89th Street,Brooklyn,12/12/2012,-74.02771468,40.61974935,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98370730248894 40.76708840677184),1,Manhattan,104,3,67,27,10,West 57th Street between 8th Avenue and 9th Avenue (Mid-block),Manhattan,07/25/2013,-73.98370706,40.76708787,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93848836129312 40.70395486062359),3,Brooklyn,301,34,53,18,7,Bushwick Avenue and Moore Street,Brooklyn,04/23/2021,-73.93848831,40.70395431,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.74536786752957 40.66640477746608),4,Queens,413,31,29,14,5,North Conduit Avenue and 230th Place,Queens,07/16/2021,-73.74536819,40.66640397,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.8753606698165 40.68274992578541),3,Brooklyn,305,37,54,18,7,Fulton Street at Chestnut Street,Brooklyn,06/16/2020,-73.87536077,40.68274931,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90974516807427 40.85718162649225),2,Bronx,205,14,86,33,15,University Avenue and West 181st Street (mid-block),Bronx,02/28/2019,-73.90974505,40.85718117,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87595684932533 40.87986640931439),2,Bronx,207,11,81,36,13,East Gun Hill Road and Kings College Place,Bronx,06/25/2019,-73.87595678,40.87986594,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92425810234892 40.74380858590479),4,Queens,402,26,37,12,14,Queens Boulevard and 40th Street,Queens,03/24/2022,-73.9242580048,40.7438079555,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85968361699487 40.729145968975146),4,Queens,406,29,28,16,6,Queens Boulevard with 64th Avenue and 64th Road,Queens,03/30/2021,-73.85968368,40.72914528,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79992065709718 40.70247461684616),4,Queens,412,27,32,14,5,Archer Avenue and Parsons Boulevard,Queens,02/16/2017,-73.79992087,40.70247387,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00347132818919 40.73237398032101),1,Manhattan,102,3,66,27,10,7th Avenue with Bleecker Street and Barrow Street,Manhattan,03/11/2020,-74.00347109,40.73237347,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.85214596390958 40.69412573304207),4,Queens,409,32,38,15,7,Woodhaven Boulevard and 86th Drive (East Leg),Queens,10/23/2018,-73.85214609,40.69412507,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8091359546275 40.76407171692575),4,Queens,407,19,40,16,6,Northern Boulevard with Roosevelt Avenue and 156th Street,Queens,11/01/2016,-73.80913609,40.76407097,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82569437367991 40.78171907034274),4,Queens,407,19,26,11,14,20th Avenue and Whitestone Expressway (Southbound Service Road),Queens,11/29/2018,-73.82569446,40.78171837,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-74.15134854278224 40.62542275048941),5,Staten Island,501,49,61,23,11,Forest Avenue and Sanders Street,Staten Island,02/06/2019,-74.15134864,40.62542262,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82913374354959 40.75752393409668),4,Queens,407,20,40,16,6,Main Street and 41st Road,Queens,12/05/2016,-73.82913384,40.7575232,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94050818320429 40.60664228103643),3,Brooklyn,315,46,41,22,9,Gerritsen Avenue and Fillmore Avenue,Brooklyn,02/11/2022,-73.94050832,40.60664189,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94034811576614 40.83045811174836),1,Manhattan,109,9,71,30,13,West 155th Street with Edgecomb Avenue and HRD / St Nicholas Place,Manhattan,12/30/2015,-73.94034795,40.83045765,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00734307407131 40.73358971142109),1,Manhattan,102,3,66,27,10,Greenwich Street and West 10th Street,Manhattan,01/09/2022,-74.00734283,40.73358921,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9040990975782 40.906862393610425),2,Bronx,208,11,81,34,16,Riverdale Avenue and West 259th Street,Bronx,12/09/2021,-73.90409897,40.90686202,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90247629216451 40.656318567578985),3,Brooklyn,316,42,60,19,8,Linden Boulevard and Christopher Avenue (mid-block),Brooklyn,12/27/2018,-73.90247639,40.65631803,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.88766112422911 40.76295903733935),4,Queens,403,22,34,13,14,25th Avenue and 81st Street,Queens,08/26/2021,-73.88766109,40.76295838,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.77065682786265 40.7108190823763),4,Queens,412,27,29,14,5,Jamaica Avenue with Woodhull Avenue and 188th Street,Queens,11/13/2019,-73.77065709,40.71081829,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98544924708915 40.77847651027504),1,Manhattan,107,6,67,27,10,West End Avenue and West 70th Street,Manhattan,04/11/2022,-73.985449,40.778476,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96509615550008 40.57682727695991),3,Brooklyn,313,48,46,23,8,Brighton Beach Avenue and Brighton 2nd Street,Brooklyn,03/16/2022,-73.9650963269,40.5768269897,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-74.00806306479748 40.749303388148036),1,Manhattan,104,3,75,27,10,12th Avenue and West 23rd Street,Manhattan,05/31/2017,-74.00806278,40.74930286,AE,,1
POINT (-73.92859996072815 40.66597050620829),3,Brooklyn,309,41,55,20,9,Rochester Avenue and Carroll Street,Brooklyn,04/15/2022,-73.9286,40.66597,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93603316269959 40.81207446430803),1,Manhattan,111,9,70,30,13,Madison Avenue and East 133rd Street,Manhattan,05/16/2017,-73.93603301,40.81207396,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.91960845289725 40.664154958615484),3,Brooklyn,316,41,55,20,9,Blake Avenue with Howard Avenue and Tapscott Street,Brooklyn,01/12/2022,-73.91960851,40.66415444,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9997190211574 40.60548277583732),3,Brooklyn,311,47,47,23,11,86th Street and Bay 22nd Street,Brooklyn,10/27/2015,-73.99971909,40.60548251,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98798337966193 40.74087394150211),1,Manhattan,105,2,75,28,12,Madison Avenue and East 23rd Street,Manhattan,05/18/2018,-73.98798315,40.74087339,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81155667963654 40.67527152994568),4,Queens,410,28,31,10,5,Rockaway Boulevard with Foch Boulevard and 126th Street,Queens,01/05/2020,-73.8115569,40.67527082,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96791715734092 40.63965107361937),3,Brooklyn,314,40,44,21,9,Cortelyou Road at Stratford Road,Brooklyn,06/23/2020,-73.96791719,40.63965068,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9303808962946 40.651733581970596),3,Brooklyn,317,45,58,21,9,Utica Avenue and Church Avenue,Brooklyn,02/23/2021,-73.93038096,40.6517331,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96060176332335 40.769750798672085),1,Manhattan,108,4,73,28,12,3rd Avenue and East 72nd Street,Manhattan,10/20/2015,-73.96060157,40.76975024,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98912725346312 40.741357131312085),1,Manhattan,105,2,75,28,12,Broadway and West 23rd Street,Manhattan,04/13/2012,-73.98912702,40.74135658,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90290395733273 40.83592762583013),2,Bronx,203,16,79,33,15,Third Avenue and St Pauls Place,Bronx,11/29/2021,-73.90290386,40.83592712,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01337959265015 40.7152376707724),1,Manhattan,101,1,66,26,10,Murray Street and 270' West of West Street,Manhattan,01/27/2017,-74.01337939,40.71523722,AE,,1
POINT (-73.82543228447841 40.879383931502794),2,Bronx,210,12,82,34,16,Co-Op City Boulevard and Carver Loop East,Bronx,10/09/2015,-73.8254323,40.87938338,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.94123090404004 40.59157093561487),3,Brooklyn,315,48,41,19,9,Avenue Y and East 29th Street,Brooklyn,06/15/2018,-73.94123107,40.59157057,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.93890004183078 40.69903654206168),3,Brooklyn,304,34,53,18,7,Broadway and Park Street,Brooklyn,04/27/2022,-73.9389,40.699036,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87013092083913 40.88208834476149),2,Bronx,212,11,81,34,16,Webster Avenue between East Gun Hill Road and East 233rd Street (mid-block),Bronx,02/19/2019,-73.87013086,40.88208787,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91289909537726 40.781090594109294),4,Queens,401,22,36,13,14,21st Avenue and 24th Street,Queens,04/20/2022,-73.912899,40.78109,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85277179991766 40.6975587961182),4,Queens,482,30,38,12,6,Woodhaven Boulevard at Park Lane South,Queens,01/14/2020,-73.85277192,40.69755813,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94658907728292 40.78494275468249),1,Manhattan,111,8,68,29,13,2nd Avenue and East 98th Street,Manhattan,11/23/2016,-73.94658891,40.78494221,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.8753224894588 40.76300948497126),4,Queens,403,21,35,13,14,Astoria Boulevard and 94th Street,Queens,03/22/2022,-73.8753224824,40.7630088132,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93845424543417 40.6548589925257),3,Brooklyn,317,41,43,20,9,Lenox Road and East 42nd Street,Brooklyn,09/21/2017,-73.93845429,40.65485852,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9256393008877 40.80938116392935),2,Bronx,201,8,84,29,15,Alexander Avenue and East 137th Street,Bronx,11/12/2019,-73.92563917,40.80938064,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.9947092558189 40.70299395855967),3,Brooklyn,302,33,52,26,7,"Old Fulton Street with Water Street, Everit Street and Furman Street",Brooklyn,11/12/2021,-73.9947091,40.70299349,AE,,1
POINT (-73.9862375282122 40.77230105207166),1,Manhattan,107,6,67,31,10,Amsterdam Avenue and Pedestrian crossing 200' North of West 62nd Street,Manhattan,01/27/2017,-73.98623728,40.77230053,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98047218728537 40.78316112612619),1,Manhattan,107,6,67,29,10,Broadway and West 78th Street,Manhattan,06/27/2019,-73.98047195,40.78316062,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92581702099622 40.827965719909585),2,Bronx,204,8,84,29,15,East 161st Street and Pedestrian Crossing (400’ West of River Avenue) (mid-block),Bronx,03/08/2019,-73.9258170211,40.8279657201,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.00946351396071 40.6252421840683),3,Brooklyn,310,43,49,22,11,11th Avenue and 71st Street,Brooklyn,02/04/2021,-74.00946354,40.62524189,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8748947149511 40.746669550475815),4,Queens,404,25,39,13,14,Whitney Avenue and Denman Street,Queens,08/26/2020,-73.87489472,40.74666886,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73811598341565 40.71398577350902),4,Queens,413,27,33,14,5,Hempstead Avenue and 218th Street,Queens,06/04/2021,-73.73811626,40.71398495,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9759537672416 40.77622159658225),1,Manhattan,164,6,67,29,10,Central Park West and West 72nd Street,Manhattan,09/07/2018,-73.97595354,40.77622107,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93620954504968 40.82043667753823),1,Manhattan,110,9,71,30,13,Malcolm X Boulevard (Lenox Avenue) and West 145th Street,Manhattan,02/23/2017,-73.93620939,40.82043619,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.95870797647804 40.65038851880007),3,Brooklyn,314,40,42,21,9,Flatbush Avenue and Church Avenue,Brooklyn,06/20/2019,-73.958708,40.65038809,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94937650854385 40.609229366908146),3,Brooklyn,315,48,41,17,9,Quentin Road at East 24th Street,Brooklyn,06/26/2020,-73.94937663,40.60922899,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98382363663576 40.72147346912642),1,Manhattan,103,2,65,26,12,East Houston Street with Clinton Street and Avenue B,Manhattan,11/03/2019,-73.98382346,40.72147295,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94275430437428 40.805743178083766),1,Manhattan,111,9,68,30,13,5th Avenue with East 124th and West 124th Streets,Manhattan,08/19/2016,-73.94275414,40.80574267,X,AREA OF MINIMAL FLOOD HAZARD,6
